Customer ID,Recency,Frequency,Monetary_Total,Monetary_Average,Total_Quantity,Average_Basket_Size,Average_Order_Value,Unique_Products,Average_Purchase_Gap,Customer_Lifespan_Days,Country,Return_Rate,Price_Sensitivity,Historical_Revenue,Predicted_CLV,Engagement_Score,Churn,Future_CLV,ML_Predicted_CLV
12415,11,16,69834.04,142.51844897959182,45862,93.59591836734694,4364.6275,295,21.133333333333333,324,Australia,0.6122448979591837,262.0184221063394,69834.04,78428.99876923076,41.99706253405145,0,8082.899500000067,6815.975478476927
12416,464,1,202.56,18.41454545454545,132,12.0,202.56,11,0.0,0,Australia,0.0,0.3294072727272727,202.56,73934.4,7.097085767040061,1,0.0,41.41535570969078
12417,33,21,4520.64,17.728,1870,7.333333333333333,215.26857142857145,195,24.9,508,Belgium,3.5294117647058822,32.00285464566928,4520.64,3241.7163064833007,35.756397737640825,0,1798.34,1683.1741047875735
12418,221,4,1348.37,19.541594202898548,680,9.855072463768115,337.0925,61,71.66666666666667,216,Switzerland,1.4492753623188406,8.508199658994032,1348.37,2267.9956221198154,22.325405287464537,0,668.58,643.3266917406465
12419,193,2,503.01,20.1204,231,9.24,251.505,23,27.0,27,Spain,0.0,62.03744066666667,503.01,6557.094642857142,23.765972838828144,1,0.0,155.16239807794747
12421,127,4,444.01,13.8753125,268,8.375,111.0025,27,61.66666666666666,186,Spain,3.125,66.98880796370969,444.01,866.6505347593584,27.98940827247971,0,648.82,157.94405920186026
12422,132,19,3554.29,23.695266666666665,2334,15.56,187.0678947368421,113,22.823529411764707,396,Switzerland,2.666666666666667,7729.452432398203,3554.29,3267.798110831234,29.43361341143837,0,565.0600000000001,815.492333076767
12423,8,7,2129.85,16.258396946564886,1384,10.564885496183209,304.2642857142857,112,43.66666666666666,265,Belgium,0.0,15.91153625367,2129.85,2922.5385338345864,35.69212826382573,0,273.7,744.0313331380917
12424,230,5,1528.82,22.81820895522388,1275,19.029850746268657,305.764,61,77.0,309,Australia,7.462686567164178,3.801791361374943,1528.82,1800.062258064516,21.890362917892805,0,1760.96,346.17791976347763
12425,238,2,903.61,15.31542372881356,607,10.28813559322034,451.805,55,18.0,18,Portugal,6.779661016949152,2.6162898305084754,903.61,17358.823684210525,21.0518108111212,1,777.2,195.32529513159986
12426,2,3,1311.41,15.992804878048782,577,7.036585365853658,437.1366666666667,73,234.0,468,Germany,6.097560975609756,11.829183815115927,1311.41,1020.6069296375266,35.59281316688416,1,0.0,648.8633599184176
12427,159,2,246.55,18.96538461538461,70,5.384615384615385,123.275,10,19.0,19,Germany,23.07692307692308,22.59692307692308,246.55,4499.5375,25.820490576200925,1,522.3,299.4339912491734
12428,50,8,6236.2300000000005,25.984291666666667,2741,11.420833333333333,779.5287500000001,228,5.428571428571429,41,Finland,2.083333333333333,338.8127138005581,6236.2300000000005,54195.80833333334,33.56672706129556,0,1640.97,2554.1861712812597
12429,35,7,4123.09,42.07234693877551,1865,19.03061224489796,589.0128571428571,86,52.833333333333336,318,Denmark,1.020408163265306,16.44348606143488,4123.09,4717.642163009405,34.20842400895254,0,1125.4,1446.2480611394983
12431,0,23,7025.9,24.227241379310342,2944,10.151724137931035,305.47391304347826,198,22.40909090909091,501,Australia,1.3793103448275863,9.429166614962408,7025.9,5108.473107569721,38.1769964549492,0,3267.76,2853.9052089272604
12433,174,6,7052.99,24.574878048780487,6044,21.05923344947735,1175.4983333333332,164,21.8,110,Norway,0.3484320557491289,83.783040710509,7052.99,23192.26441441441,25.864981256093987,1,4106.77,3240.2863116093054
12434,57,4,542.59,13.56475,194,4.85,135.6475,34,43.333333333333336,131,Australia,10.0,9.155021538461536,542.59,1500.3435606060605,32.271055539326035,1,519.89,328.37266382029776
12435,75,5,10075.03,106.05294736842106,3782,39.810526315789474,2015.006,81,117.0,469,Denmark,0.0,14.086305890257565,10075.03,7824.225425531915,32.05906406385128,1,3850.9,3577.100680308525
12437,6,37,9418.53,20.564475982532752,6292,13.737991266375548,254.5548648648649,228,14.444444444444445,538,France,4.148471615720524,19.311541027968605,9418.53,6378.039795918368,39.40136907804138,0,2518.01,3348.3159138292353
12439,490,3,1089.18,14.71864864864865,448,6.054054054054054,363.06,69,21.5,43,Cyprus,4.054054054054054,7.070621417993334,1089.18,9035.24318181818,5.782026533204586,1,0.0,282.42782746195667
12440,265,3,768.15,21.947142857142858,308,8.8,256.05,21,130.0,260,Austria,8.571428571428571,81.3310078991597,768.15,1074.2327586206895,19.49177226223969,1,0.0,189.78992746513822
12441,174,1,173.55,15.77727272727273,121,11.0,173.55,11,0.0,0,France,0.0,24.59226909090909,173.55,63345.75000000001,24.799207161587663,1,0.0,40.68247742575652
12443,540,1,485.31,23.11,182,8.666666666666666,485.31,21,0.0,0,Norway,0.0,77.13639476190477,485.31,177138.15,2.4806370956617214,1,0.0,82.85697015964973
12445,208,2,293.08000000000004,13.956190476190478,142,6.761904761904762,146.54000000000002,20,20.0,20,Spain,4.761904761904762,2.395329047619048,293.08000000000004,5094.009523809525,22.832881097430075,1,133.4,151.8896165104055
12447,51,1,476.49,18.326538461538465,190,7.3076923076923075,476.49,26,0.0,0,Belgium,0.0,10.833457384615382,476.49,173918.85,32.333388391611884,1,0.0,668.3761176375888
12449,218,2,768.6,76.86,729,72.9,384.3,10,28.0,28,Denmark,0.0,29.36546777777778,768.6,9673.758620689656,22.261659815332905,0,4067.29,1751.7544149114988
12450,207,5,469.07,14.6584375,307,9.59375,93.814,25,18.25,75,Spain,9.375,6.0759254032258045,469.07,2252.770394736842,23.20697590457376,0,197.88,187.39732283657617
12451,26,6,8920.83,25.200084745762712,6876,19.42372881355932,1486.805,259,61.8,311,Switzerland,0.5649717514124294,8.049499931979316,8920.83,10436.227403846156,35.05467928200834,0,3363.2,4184.032029971257
12454,203,7,4292.71,102.20738095238096,2232,53.142857142857146,613.2442857142858,10,47.333333333333336,286,Spain,40.47619047619048,1133.5351210220674,4292.71,5459.369860627177,23.96602485551124,1,5.684341886080802e-14,1349.9109277146035
12455,103,6,5111.99,28.558603351955306,2736,15.28491620111732,851.9983333333333,156,84.6,426,Cyprus,0.0,18.48198122528404,5111.99,4369.733840749414,30.03920337237972,0,767.96,1318.326028315261
12456,62,1,940.17,22.9309756097561,445,10.853658536585366,940.17,41,0.0,0,Switzerland,0.0,42.95952024390244,940.17,343162.05000000005,31.700139030193508,0,2213.7200000000003,528.075372414507
12457,41,7,1396.88,26.86307692307692,534,10.26923076923077,199.5542857142857,37,39.8,201,Switzerland,9.615384615384617,85.70197903469081,1396.88,2524.065346534653,33.61693080557539,0,1075.43,832.9949731392903
12458,92,3,1272.01,19.56938461538461,750,11.538461538461538,424.0033333333333,58,101.0,203,Switzerland,0.0,61.93063975961539,1272.01,2275.9002450980392,30.095053118334462,1,505.48,553.81342147017
12459,413,1,454.36,19.754782608695653,258,11.217391304347826,454.36,23,0.0,0,Spain,0.0,38.07308458498024,454.36,165841.4,10.231438289433996,1,0.0,207.89169512292167
12460,264,1,326.65,18.147222222222226,170,9.444444444444445,326.65,18,0.0,0,Belgium,0.0,17.30528104575163,326.65,119227.25,19.317348170233597,1,0.0,81.19332836296074
12462,102,2,741.3100000000001,16.847954545454545,283,6.431818181818182,370.655,40,8.0,8,Spain,9.090909090909092,24.320542230443976,741.3100000000001,30064.238888888893,29.34121266414847,1,427.48,439.40385343539634
12463,7,4,636.55,15.52560975609756,351,8.560975609756097,159.1375,32,13.666666666666666,42,Belgium,7.317073170731707,17.243534878048777,636.55,5403.273255813953,35.33131995979844,0,667.08,642.9206849588036
12464,8,4,544.8499999999999,36.32333333333333,54,3.6,136.21249999999998,6,35.666666666666664,108,Belgium,0.0,28.91495238095237,544.8499999999999,1824.4977064220184,35.26269521332065,0,385.29999999999995,427.7725178525506
12466,490,1,56.73,56.73,1,1.0,56.73,1,0.0,0,France,0.0,0.0,56.73,20706.45,5.497738199630226,1,0.0,46.51540044907599
12467,194,2,0.0,0.0,0,0.0,0.0,9,37.0,37,USA,50.0,1.6128653594771245,0.0,0.0,23.663372695804213,1,0.0,78.22097827029451
12468,124,8,3121.1,23.11925925925926,1947,14.422222222222222,390.1375,113,52.71428571428572,373,Germany,8.148148148148149,12.274575234936426,3121.1,3045.9933155080216,28.79170378877648,0,503.45000000000005,944.1653992683351
12469,330,2,3070.54,40.40184210526316,2552,33.578947368421055,1535.27,76,14.0,14,Thailand,0.0,7.893161175438596,3070.54,74716.47333333333,15.6141998847437,1,0.0,350.8807308104179
12470,497,1,211.95,9.215217391304348,95,4.130434782608695,211.95,23,0.0,0,Unspecified,0.0,15.547233201581026,211.95,77361.75,5.083209393567615,1,0.0,19.49828436468903
12471,12,105,26918.13,27.355823170731707,11369,11.553861788617889,256.36314285714286,190,4.805825242718447,532,Germany,13.211382113821138,18.542266525134607,26918.13,18433.616228893057,47.24675547895966,0,8064.49,6698.998219598986
12472,62,30,11995.17,16.036323529411764,7681,10.268716577540108,399.839,328,15.89655172413793,476,Germany,14.43850267379679,9.899638453099389,11995.17,9178.694025157232,35.49888616844566,0,3452.52,3201.05011950358
12474,8,39,7472.39,15.470786749482402,4660,9.648033126293996,191.5997435897436,262,11.842105263157896,466,Germany,9.316770186335404,24.68226812711011,7472.39,5840.304817987152,39.31751713391919,0,4476.36,3358.18358989776
12475,217,1,426.26,17.0504,236,9.44,426.26,25,0.0,0,Germany,0.0,11.949132333333331,426.26,155584.9,22.194929113909875,1,723.38,114.20505110782726
12476,11,28,9489.99,24.147557251908395,4013,10.21119592875318,338.92821428571426,273,10.74074074074074,298,Germany,6.870229007633588,19.7649587098198,9489.99,11584.770401337792,38.20649918757397,0,4292.88,3863.3754163089698
12477,47,6,11629.4,31.01173333333333,3831,10.216,1938.2333333333331,249,76.6,383,Germany,0.5333333333333333,8.906838827807489,11629.4,11053.986979166666,33.99636372197446,0,8082.899500000067,5295.88658899514
12480,75,6,3740.74,22.266309523809525,2002,11.916666666666666,623.4566666666667,120,47.4,240,Germany,1.7857142857142856,13.756281722269746,3740.74,5665.436099585063,31.63533586266715,0,1694.36,1164.6493400709858
12481,12,15,9545.38,32.35722033898305,5660,19.1864406779661,636.3586666666666,207,28.357142857142858,402,Germany,1.3559322033898304,325.1345729205578,9545.38,8645.31935483871,36.85649216254306,0,2495.77,2803.718161090153
12482,257,32,21893.53,105.76584541062802,27039,130.6231884057971,684.1728125,42,6.896551724137931,204,Sweden,1.4492753623188406,14322.768820590023,21893.53,38981.16317073171,24.610762425836047,1,0.0,4254.556309117104
12483,13,21,3434.0,35.402061855670105,1472,15.175257731958762,163.52380952380952,48,23.2,471,Sweden,6.185567010309279,188.9845449097938,3434.0,2655.5296610169494,36.887639349337874,0,1389.47,1307.9781983389673
12484,85,10,2909.1,12.43205128205128,1699,7.260683760683761,290.91,184,50.55555555555556,459,Spain,3.418803418803419,14.001796663732073,2909.1,2308.307608695652,31.354149331214423,0,3378.7,1013.3988800268995
12485,337,1,708.1,20.826470588235296,414,12.176470588235292,708.1,34,0.0,0,Sweden,0.0,5.783932976827093,708.1,258456.5,14.89220258769483,1,0.0,159.50085568822814
12486,239,1,1037.28,21.16897959183673,523,10.673469387755102,1037.28,49,0.0,0,Sweden,0.0,35.71256539115645,1037.28,366939.9750000006,20.902299791419804,1,0.0,148.95778796125424
12487,538,2,259.79999999999995,86.59999999999998,144,48.0,129.89999999999998,3,0.0,0,Sweden,33.33333333333333,0.7433333333333333,259.79999999999995,94827.0,2.683611926580214,1,0.0,163.56971266664874
12489,144,1,334.93,22.328666666666667,105,7.0,334.93,15,0.0,0,France,0.0,29.183531428571424,334.93,122249.45,26.644039448207568,1,0.0,97.38581186309302
12490,22,14,5596.43,20.131043165467627,3550,12.76978417266187,399.745,136,39.84615384615385,523,France,0.3597122302158274,21.426704708724007,5596.43,3898.276622137405,35.82029436415477,0,3759.91,2931.6124079446267
12492,211,1,452.0,20.545454545454547,252,11.454545454545457,452.0,22,0.0,0,Germany,0.0,17.155844155844154,452.0,164980.0,22.56335567871525,0,263.21000000000004,162.61059945950447
12493,0,2,215.55,16.58076923076923,87,6.6923076923076925,107.775,12,4.0,4,France,7.6923076923076925,43.689166666666665,215.55,15735.15,35.52488959343043,0,201.24,389.68856161437265
12494,4,12,1231.16,15.389500000000002,537,6.7125,102.59666666666668,54,37.4,379,France,10.0,19.526952848101264,1231.16,1182.5615789473686,36.35960655055829,0,512.5600000000001,592.0792162799106
12495,442,2,323.4,17.021052631578947,126,6.631578947368421,161.7,17,5.0,5,Sweden,10.526315789473683,76.04055555555557,323.4,19673.5,8.54967133147772,1,0.0,170.12867314931273
12496,428,2,45.34,4.534000000000001,30,3.0,22.67,10,0.0,0,Spain,0.0,1.1095122222222225,45.34,16549.100000000002,9.381403625327586,1,0.0,71.78855840084324
12497,208,3,5168.650000000001,117.4693181818182,4448,101.0909090909091,1722.8833333333334,31,140.5,281,Germany,2.272727272727273,34.52341395348838,5168.650000000001,6689.919326241135,23.3351197794404,1,1043.1,1669.5723797295404
12499,368,1,393.72,14.582222222222224,302,11.185185185185183,393.72,27,0.0,0,Germany,0.0,12.457249857549858,393.72,143707.80000000002,12.973681997162885,1,0.0,63.83351971180125
12500,74,16,2876.24,26.38752293577982,1597,14.65137614678899,179.765,67,26.8,406,Germany,5.504587155963304,23.96308076792389,2876.24,2579.4289926289925,32.62000059702421,0,2996.0699999999997,1651.867344383567
12501,123,2,2089.68,13.0605,1722,10.7625,1044.84,149,21.0,21,Germany,6.875000000000001,7.44922836477987,2089.68,34669.69090909091,28.170540646984787,1,0.0,668.9476792488807
12502,25,3,1842.65,23.93051948051948,434,5.636363636363637,614.2166666666667,61,45.5,91,Spain,0.0,33.562069104579635,1842.65,7310.513586956523,34.23254372441901,0,1881.22,1349.2192843096625
12503,145,2,0.0,0.0,560,186.66666666666663,0.0,3,246.0,246,Spain,33.33333333333333,353209.6533333334,0.0,0.0,26.654825687257205,1,0.0,386.54243189453354
12504,225,2,297.0,27.0,368,33.45454545454545,148.5,8,179.0,179,Germany,0.0,47.77772727272728,297.0,602.25,21.79535386292557,1,114.0,144.77983173917536
12505,109,3,908.0,19.31914893617021,313,6.659574468085107,302.6666666666667,43,53.0,107,Italy,10.638297872340424,25.32651711378353,908.0,3068.7037037037035,29.02713380084822,1,0.0,220.97681218410133
12506,40,1,73.5,3.1956521739130435,23,1.0,73.5,23,0.0,0,France,0.0,4.353843873517787,73.5,26827.5,32.97165092269884,1,0.0,198.88280149700805
12507,106,2,985.41,24.03439024390244,581,14.170731707317072,492.705,40,286.0,286,Spain,0.0,37.89801219512194,985.41,1253.2217770034842,29.11717578650122,0,811.9,560.6921471894422
12509,92,1,176.5,25.214285714285715,55,7.857142857142857,176.5,7,0.0,0,France,0.0,38.448928571428574,176.5,64422.5,29.80555584623151,1,0.0,108.65957837456345
12510,133,15,3387.81,22.5854,1959,13.06,225.854,94,28.928571428571427,410,Spain,6.0,12070.145359391492,3387.81,3008.6390510948904,28.96080167025941,0,301.52,1024.2216689548602
12511,222,2,3065.77,15.802938144329897,1748,9.010309278350515,1532.885,190,14.0,14,Greece,2.061855670103093,11.322327260830082,3065.77,74600.40333333334,22.20721246234342,1,0.0,756.5523775893045
12514,75,2,1597.76,19.02095238095238,840,10.0,798.88,76,374.0,374,Italy,0.0,7.940666551921973,1597.76,1555.1530666666663,31.0603095615141,1,0.0,332.72876911709926
12515,161,1,383.7,23.98125,131,8.1875,383.7,16,0.0,0,Italy,0.0,73.79995833333334,383.7,140050.5,25.610216953522407,1,0.0,111.52069665797168
12516,238,2,1336.56,27.845,1077,22.4375,668.28,38,168.0,168,Germany,0.0,11.8974212322695,1336.56,2886.6532544378697,21.08757373430481,0,1312.06,463.2555044787809
12519,272,2,354.35,14.764583333333334,205,8.541666666666666,177.175,22,12.0,12,Germany,8.333333333333332,13.096572282608696,354.35,9949.057692307691,18.930738269573578,1,330.84,229.08141009858838
