Customer ID,Recency,Frequency,Monetary_Total,Monetary_Average,Total_Quantity,Average_Basket_Size,Average_Order_Value,Unique_Products,Average_Purchase_Gap,Customer_Lifespan_Days,Country,Return_Rate,Price_Sensitivity,Historical_Revenue,Predicted_CLV,Engagement_Score,Churn
12386,145,2,401.9,40.19,354,35.4,200.95,10,29.0,29,Australia,0.0,4.831476666666667,401.9,4889.783333333333,26.68802379056589,1
12387,223,1,143.94,15.993333333333332,134,14.88888888888889,143.94,9,0.0,0,Australia,0.0,28.546919444444445,143.94,52538.1,21.80530829842785,1
12388,83,5,1886.7,23.292592592592595,870,10.74074074074074,377.34000000000003,52,76.25,307,Australia,0.0,2.8557025000000005,1886.7,2235.862012987013,30.89428381614357,0
12389,210,3,1433.33,29.251632653061222,614,12.53061224489796,477.77666666666664,41,126.0,253,Australia,0.0,3.588912499999999,1433.33,2059.7064960629923,22.90447141337167,1
12391,272,6,2259.58,12.553222222222221,903,5.016666666666667,376.59666666666664,159,39.6,198,Cyprus,3.3333333333333335,76.63138021104909,2259.58,4144.455778894472,19.486125732553855,1
12392,399,1,234.75000000000003,33.53571428571429,73,10.428571428571429,234.75000000000003,7,0.0,0,Australia,0.0,10.521428571428569,234.75000000000003,85683.75000000001,11.067998722468715,1
12393,53,6,1855.25,21.32471264367816,1011,11.620689655172415,309.2083333333333,53,36.0,182,Australia,5.747126436781609,4.430136995455756,1855.25,3700.362021857923,32.82269027417485,1
12394,25,1,381.08,18.146666666666665,182,8.666666666666666,381.08,21,0.0,0,Belgium,0.0,11.522296190476188,381.08,139094.19999999998,33.912808836747054,1
12395,19,11,3254.46,19.487784431137726,2574,15.41317365269461,295.86,117,38.7,390,Belgium,1.1976047904191618,16.384136627948923,3254.46,3038.050895140665,35.511483583733,0
12396,482,1,931.43,14.329692307692307,591,9.092307692307692,931.43,65,0.0,0,RSA,0.0,4.726146490384612,931.43,339971.94999999995,6.058391439869737,1
12399,21,5,1622.6000000000001,17.44731182795699,1878,20.193548387096776,324.52000000000004,55,107.5,431,Belgium,0.0,10.569144553529684,1622.6000000000001,1370.9467592592594,34.6575721768039,0
12400,222,1,205.25,18.65909090909091,91,8.272727272727273,205.25,11,0.0,0,Australia,0.0,1.9425454545454546,205.25,74916.25,21.871422742941103,1
12401,111,1,84.3,16.86,11,2.2,84.3,5,0.0,0,Belgium,0.0,22.1045,84.3,30769.5,28.637988699405355,1
12402,131,7,1244.15,17.52323943661972,583,8.211267605633802,177.7357142857143,43,57.333333333333336,347,Belgium,1.4084507042253522,16.008890342052318,1244.15,1304.9274425287356,28.109809370989442,1
12403,329,1,591.6600000000001,147.91500000000002,164,41.0,591.6600000000001,4,0.0,0,Denmark,0.0,52.518825,591.6600000000001,215955.90000000002,15.370984795057092,1
12404,490,1,63.24,63.24,1,1.0,63.24,1,0.0,0,Finland,0.0,0.0,63.24,23082.600000000002,5.498275944473569,1
12406,196,4,2791.46,45.023548387096774,1574,25.387096774193548,697.865,44,102.66666666666667,308,Denmark,1.6129032258064515,3.637261475409836,2791.46,3297.355663430421,23.97086022477286,0
12407,43,2,495.96,18.36888888888889,419,15.518518518518519,247.98,23,28.0,28,Belgium,0.0,17.281548717948716,495.96,6242.255172413793,32.92289964593092,0
12408,53,9,2245.33,22.68010101010101,1135,11.464646464646465,249.4811111111111,66,31.25,253,Belgium,9.090909090909092,22.78631020408164,2245.33,3226.5568897637795,33.15341947395684,0
12409,228,6,12033.539999999999,76.16164556962025,7484,47.36708860759494,2005.59,125,35.75,144,Switzerland,1.89873417721519,16.63516752801741,12033.539999999999,30291.324827586202,22.979685805705827,0
12410,109,4,1001.46,23.844285714285714,339,8.071428571428571,250.365,36,66.66666666666667,201,Switzerland,4.761904761904762,69.86843902439026,1001.46,1809.568811881188,29.134356354932503,1
12411,217,1,346.9,15.768181818181818,138,6.2727272727272725,346.9,22,0.0,0,Australia,0.0,6.859025974025974,346.9,126618.49999999999,22.18837374820055,1
12412,210,5,1354.15,19.345000000000002,1162,16.6,270.83000000000004,50,33.75,137,Denmark,5.714285714285714,13.489332525879918,1354.15,3581.628623188406,23.09693589130774,0
12413,44,5,741.3,17.23953488372093,234,5.441860465116279,148.26,37,41.25,166,France,4.651162790697675,43.143220265780734,741.3,1620.2065868263473,33.18062284170963,1
12414,25,8,692.41,18.713783783783782,301,8.135135135135135,86.55125,21,35.0,246,Austria,24.324324324324326,1335.0035503002998,692.41,1023.196963562753,34.63504300883414,1
12415,11,16,69834.04,142.51844897959182,45862,93.59591836734694,4364.6275,295,21.133333333333333,324,Australia,0.6122448979591837,262.0184221063394,69834.04,78428.99876923076,41.99706253405145,0
12416,464,1,202.56,18.414545454545454,132,12.0,202.56,11,0.0,0,Australia,0.0,0.3294072727272727,202.56,73934.4,7.097085767040061,1
12417,33,21,4520.64,17.728,1870,7.333333333333333,215.26857142857145,195,24.9,508,Belgium,3.5294117647058822,32.00285464566928,4520.64,3241.7163064833007,35.756397737640825,0
12418,221,4,1348.37,19.541594202898548,680,9.855072463768115,337.0925,61,71.66666666666667,216,Switzerland,1.4492753623188406,8.508199658994032,1348.37,2267.9956221198154,22.325405287464537,0
12419,193,2,503.01,20.1204,231,9.24,251.505,23,27.0,27,Spain,0.0,62.03744066666667,503.01,6557.094642857142,23.765972838828144,1
12421,127,4,444.01,13.8753125,268,8.375,111.0025,27,61.666666666666664,186,Spain,3.125,66.98880796370969,444.01,866.6505347593584,27.98940827247971,0
12422,132,19,3554.29,23.695266666666665,2334,15.56,187.0678947368421,113,22.823529411764707,396,Switzerland,2.666666666666667,7729.452432398203,3554.29,3267.798110831234,29.43361341143837,0
12423,8,7,2129.85,16.258396946564886,1384,10.564885496183207,304.2642857142857,112,43.666666666666664,265,Belgium,0.0,15.91153625367,2129.85,2922.5385338345864,35.69212826382573,0
12424,230,5,1528.82,22.81820895522388,1275,19.029850746268657,305.764,61,77.0,309,Australia,7.462686567164178,3.8017913613749426,1528.82,1800.062258064516,21.890362917892805,0
12425,238,2,903.61,15.31542372881356,607,10.288135593220339,451.805,55,18.0,18,Portugal,6.779661016949152,2.6162898305084754,903.61,17358.823684210525,21.0518108111212,1
12426,2,3,1311.41,15.992804878048782,577,7.036585365853658,437.1366666666667,73,234.0,468,Germany,6.097560975609756,11.829183815115927,1311.41,1020.6069296375266,35.592813166884156,1
12427,159,2,246.55,18.965384615384615,70,5.384615384615385,123.275,10,19.0,19,Germany,23.076923076923077,22.596923076923076,246.55,4499.5375,25.820490576200925,1
12428,50,8,6236.2300000000005,25.984291666666667,2741,11.420833333333333,779.5287500000001,228,5.428571428571429,41,Finland,2.083333333333333,338.8127138005581,6236.2300000000005,54195.80833333334,33.56672706129556,0
12429,35,7,4123.09,42.07234693877551,1865,19.03061224489796,589.0128571428571,86,52.833333333333336,318,Denmark,1.0204081632653061,16.44348606143488,4123.09,4717.642163009405,34.20842400895254,0
12431,0,23,7025.9,24.227241379310342,2944,10.151724137931035,305.47391304347826,198,22.40909090909091,501,Australia,1.3793103448275863,9.429166614962408,7025.9,5108.473107569721,38.176996454949204,0
12433,174,6,7052.99,24.574878048780487,6044,21.05923344947735,1175.4983333333332,164,21.8,110,Norway,0.34843205574912894,83.783040710509,7052.99,23192.264414414414,25.864981256093987,1
12434,57,4,542.59,13.56475,194,4.85,135.6475,34,43.333333333333336,131,Australia,10.0,9.155021538461536,542.59,1500.3435606060605,32.271055539326035,1
12435,75,5,10075.03,106.05294736842106,3782,39.810526315789474,2015.006,81,117.0,469,Denmark,0.0,14.086305890257563,10075.03,7824.225425531915,32.05906406385128,1
12437,6,37,9418.53,20.564475982532752,6292,13.737991266375547,254.5548648648649,228,14.444444444444445,538,France,4.148471615720524,19.311541027968605,9418.53,6378.039795918368,39.40136907804138,0
12439,490,3,1089.18,14.71864864864865,448,6.054054054054054,363.06,69,21.5,43,Cyprus,4.054054054054054,7.070621417993334,1089.18,9035.243181818181,5.782026533204586,1
12440,265,3,768.15,21.947142857142858,308,8.8,256.05,21,130.0,260,Austria,8.571428571428571,81.3310078991597,768.15,1074.2327586206895,19.491772262239692,1
12441,174,1,173.55,15.77727272727273,121,11.0,173.55,11,0.0,0,France,0.0,24.59226909090909,173.55,63345.75000000001,24.799207161587663,1
12443,540,1,485.31,23.11,182,8.666666666666666,485.31,21,0.0,0,Norway,0.0,77.13639476190477,485.31,177138.15,2.4806370956617214,1
12445,208,2,293.08000000000004,13.956190476190478,142,6.761904761904762,146.54000000000002,20,20.0,20,Spain,4.761904761904762,2.3953290476190476,293.08000000000004,5094.009523809525,22.832881097430075,1
12447,51,1,476.49,18.326538461538462,190,7.3076923076923075,476.49,26,0.0,0,Belgium,0.0,10.833457384615382,476.49,173918.85,32.333388391611884,1
12449,218,2,768.6,76.86,729,72.9,384.3,10,28.0,28,Denmark,0.0,29.36546777777778,768.6,9673.758620689656,22.261659815332905,0
12450,207,5,469.07,14.6584375,307,9.59375,93.814,25,18.25,75,Spain,9.375,6.0759254032258045,469.07,2252.770394736842,23.206975904573756,0
12451,26,6,8920.83,25.200084745762712,6876,19.423728813559322,1486.805,259,61.8,311,Switzerland,0.5649717514124294,8.049499931979316,8920.83,10436.227403846155,35.05467928200834,0
12454,203,7,4292.71,102.20738095238096,2232,53.142857142857146,613.2442857142858,10,47.333333333333336,286,Spain,40.476190476190474,1133.5351210220674,4292.71,5459.369860627177,23.966024855511236,1
12455,103,6,5111.99,28.558603351955306,2736,15.28491620111732,851.9983333333333,156,84.6,426,Cyprus,0.0,18.481981225284038,5111.99,4369.733840749414,30.03920337237972,0
12456,62,1,940.1700000000001,22.9309756097561,445,10.853658536585366,940.1700000000001,41,0.0,0,Switzerland,0.0,42.95952024390244,940.1700000000001,343162.05000000005,31.700139030193508,0
12457,41,7,1396.8799999999999,26.86307692307692,534,10.26923076923077,199.5542857142857,37,39.8,201,Switzerland,9.615384615384617,85.70197903469081,1396.8799999999999,2524.065346534653,33.61693080557539,0
12458,92,3,1272.01,19.569384615384614,750,11.538461538461538,424.00333333333333,58,101.0,203,Switzerland,0.0,61.93063975961539,1272.01,2275.9002450980392,30.095053118334466,1
12459,413,1,454.36,19.754782608695653,258,11.217391304347826,454.36,23,0.0,0,Spain,0.0,38.07308458498024,454.36,165841.4,10.231438289433996,1
12460,264,1,326.65,18.147222222222222,170,9.444444444444445,326.65,18,0.0,0,Belgium,0.0,17.30528104575163,326.65,119227.24999999999,19.317348170233593,1
12462,102,2,741.3100000000001,16.847954545454545,283,6.431818181818182,370.65500000000003,40,8.0,8,Spain,9.090909090909092,24.320542230443976,741.3100000000001,30064.238888888893,29.34121266414847,1
12463,7,4,636.55,15.525609756097559,351,8.560975609756097,159.1375,32,13.666666666666666,42,Belgium,7.317073170731707,17.243534878048777,636.55,5403.273255813953,35.33131995979844,0
12464,8,4,544.8499999999999,36.32333333333333,54,3.6,136.21249999999998,6,35.666666666666664,108,Belgium,0.0,28.914952380952375,544.8499999999999,1824.4977064220182,35.26269521332065,0
12466,490,1,56.73,56.73,1,1.0,56.73,1,0.0,0,France,0.0,0.0,56.73,20706.449999999997,5.497738199630226,1
12467,194,2,0.0,0.0,0,0.0,0.0,9,37.0,37,USA,50.0,1.6128653594771243,0.0,0.0,23.663372695804213,1
12468,124,8,3121.1,23.11925925925926,1947,14.422222222222222,390.1375,113,52.714285714285715,373,Germany,8.148148148148149,12.274575234936426,3121.1,3045.9933155080216,28.791703788776477,0
12469,330,2,3070.54,40.40184210526316,2552,33.578947368421055,1535.27,76,14.0,14,Thailand,0.0,7.893161175438596,3070.54,74716.47333333333,15.6141998847437,1
12470,497,1,211.95,9.215217391304348,95,4.130434782608695,211.95,23,0.0,0,Unspecified,0.0,15.547233201581026,211.95,77361.75,5.083209393567615,1
12471,12,105,26918.13,27.355823170731707,11369,11.553861788617887,256.36314285714286,190,4.805825242718447,532,Germany,13.211382113821138,18.542266525134607,26918.13,18433.616228893057,47.24675547895966,0
12472,62,30,11995.17,16.036323529411764,7681,10.268716577540108,399.839,328,15.89655172413793,476,Germany,14.43850267379679,9.899638453099389,11995.17,9178.694025157232,35.49888616844566,0
12474,8,39,7472.39,15.470786749482402,4660,9.648033126293996,191.5997435897436,262,11.842105263157896,466,Germany,9.316770186335404,24.68226812711011,7472.39,5840.304817987152,39.31751713391919,0
12475,217,1,426.26,17.0504,236,9.44,426.26,25,0.0,0,Germany,0.0,11.949132333333331,426.26,155584.9,22.194929113909875,1
12476,11,28,9489.99,24.147557251908395,4013,10.211195928753181,338.92821428571426,273,10.74074074074074,298,Germany,6.870229007633588,19.764958709819798,9489.99,11584.770401337793,38.20649918757397,0
12477,47,6,11629.4,31.011733333333332,3831,10.216,1938.2333333333333,249,76.6,383,Germany,0.5333333333333333,8.906838827807489,11629.4,11053.986979166666,33.99636372197446,0
12480,75,6,3740.7400000000002,22.266309523809525,2002,11.916666666666666,623.4566666666667,120,47.4,240,Germany,1.7857142857142856,13.756281722269746,3740.7400000000002,5665.436099585063,31.63533586266715,0
12481,12,15,9545.38,32.35722033898305,5660,19.1864406779661,636.3586666666666,207,28.357142857142858,402,Germany,1.3559322033898304,325.1345729205578,9545.38,8645.31935483871,36.85649216254306,0
12482,257,32,21893.53,105.76584541062802,27039,130.6231884057971,684.1728125,42,6.896551724137931,204,Sweden,1.4492753623188406,14322.768820590025,21893.53,38981.16317073171,24.610762425836047,1
12483,13,21,3434.0,35.402061855670105,1472,15.175257731958762,163.52380952380952,48,23.2,471,Sweden,6.185567010309279,188.9845449097938,3434.0,2655.5296610169494,36.887639349337874,0
12484,85,10,2909.1,12.432051282051281,1699,7.260683760683761,290.90999999999997,184,50.55555555555556,459,Spain,3.418803418803419,14.001796663732073,2909.1,2308.307608695652,31.354149331214426,0
12485,337,1,708.1,20.826470588235296,414,12.176470588235293,708.1,34,0.0,0,Sweden,0.0,5.783932976827093,708.1,258456.5,14.89220258769483,1
12486,239,1,1037.28,21.168979591836734,523,10.673469387755102,1037.28,49,0.0,0,Sweden,0.0,35.71256539115645,1037.28,366939.9750000006,20.902299791419804,1
12487,538,2,259.79999999999995,86.59999999999998,144,48.0,129.89999999999998,3,0.0,0,Sweden,33.33333333333333,0.7433333333333333,259.79999999999995,94826.99999999999,2.683611926580214,1
12489,144,1,334.93,22.328666666666667,105,7.0,334.93,15,0.0,0,France,0.0,29.183531428571424,334.93,122249.45,26.644039448207568,1
12490,22,14,5596.43,20.131043165467627,3550,12.76978417266187,399.745,136,39.84615384615385,523,France,0.3597122302158274,21.426704708724007,5596.43,3898.276622137405,35.82029436415477,0
12492,211,1,452.0,20.545454545454547,252,11.454545454545455,452.0,22,0.0,0,Germany,0.0,17.155844155844154,452.0,164980.0,22.563355678715254,0
12493,0,2,215.55,16.58076923076923,87,6.6923076923076925,107.775,12,4.0,4,France,7.6923076923076925,43.689166666666665,215.55,15735.15,35.52488959343043,0
12494,4,12,1231.16,15.389500000000002,537,6.7125,102.59666666666668,54,37.4,379,France,10.0,19.526952848101264,1231.16,1182.5615789473686,36.35960655055829,0
12495,442,2,323.4,17.021052631578947,126,6.631578947368421,161.7,17,5.0,5,Sweden,10.526315789473683,76.04055555555557,323.4,19673.5,8.54967133147772,1
12496,428,2,45.34,4.534000000000001,30,3.0,22.67,10,0.0,0,Spain,0.0,1.1095122222222225,45.34,16549.100000000002,9.381403625327586,1
12497,208,3,5168.650000000001,117.4693181818182,4448,101.0909090909091,1722.8833333333334,31,140.5,281,Germany,2.272727272727273,34.52341395348838,5168.650000000001,6689.919326241135,23.3351197794404,1
12499,368,1,393.72,14.582222222222223,302,11.185185185185185,393.72,27,0.0,0,Germany,0.0,12.457249857549858,393.72,143707.80000000002,12.973681997162885,1
12500,74,16,2876.2400000000002,26.38752293577982,1597,14.65137614678899,179.76500000000001,67,26.8,406,Germany,5.5045871559633035,23.96308076792389,2876.2400000000002,2579.4289926289925,32.62000059702421,0
12501,123,2,2089.68,13.0605,1722,10.7625,1044.84,149,21.0,21,Germany,6.875000000000001,7.44922836477987,2089.68,34669.69090909091,28.170540646984787,1
12502,25,3,1842.65,23.930519480519482,434,5.636363636363637,614.2166666666667,61,45.5,91,Spain,0.0,33.562069104579635,1842.65,7310.513586956523,34.23254372441901,0
12503,145,2,0.0,0.0,560,186.66666666666666,0.0,3,246.0,246,Spain,33.33333333333333,353209.6533333334,0.0,0.0,26.654825687257205,1
12504,225,2,297.0,27.0,368,33.45454545454545,148.5,8,179.0,179,Germany,0.0,47.777727272727276,297.0,602.25,21.795353862925566,1
12505,109,3,908.0,19.319148936170212,313,6.659574468085107,302.6666666666667,43,53.0,107,Italy,10.638297872340425,25.32651711378353,908.0,3068.7037037037035,29.02713380084822,1
12506,40,1,73.5,3.1956521739130435,23,1.0,73.5,23,0.0,0,France,0.0,4.353843873517787,73.5,26827.5,32.97165092269884,1
12507,106,2,985.41,24.03439024390244,581,14.170731707317072,492.705,40,286.0,286,Spain,0.0,37.89801219512194,985.41,1253.2217770034842,29.11717578650122,0
12509,92,1,176.5,25.214285714285715,55,7.857142857142857,176.5,7,0.0,0,France,0.0,38.448928571428574,176.5,64422.5,29.80555584623151,1
12510,133,15,3387.81,22.5854,1959,13.06,225.85399999999998,94,28.928571428571427,410,Spain,6.0,12070.145359391492,3387.81,3008.6390510948904,28.96080167025941,0
12511,222,2,3065.77,15.802938144329897,1748,9.010309278350515,1532.885,190,14.0,14,Greece,2.0618556701030926,11.322327260830082,3065.77,74600.40333333334,22.20721246234342,1
12514,75,2,1597.76,19.02095238095238,840,10.0,798.88,76,374.0,374,Italy,0.0,7.940666551921973,1597.76,1555.1530666666665,31.0603095615141,1
12515,161,1,383.7,23.98125,131,8.1875,383.7,16,0.0,0,Italy,0.0,73.79995833333334,383.7,140050.5,25.610216953522407,1
12516,238,2,1336.56,27.845,1077,22.4375,668.28,38,168.0,168,Germany,0.0,11.897421232269501,1336.56,2886.6532544378697,21.08757373430481,0
12519,272,2,354.35,14.764583333333334,205,8.541666666666666,177.175,22,12.0,12,Germany,8.333333333333332,13.096572282608696,354.35,9949.057692307693,18.930738269573578,1
12520,12,4,1645.81,15.674380952380952,936,8.914285714285715,411.4525,94,22.666666666666668,68,Germany,2.857142857142857,17.72813736263737,1645.81,8706.096376811594,35.109437451874136,0
12523,60,21,2955.67,15.890698924731183,1646,8.849462365591398,140.7461904761905,127,23.7,484,France,5.913978494623656,20.46776089508862,2955.67,2224.370206185567,33.97877503744795,0
12524,12,15,9439.02,46.72782178217822,5597,27.707920792079207,629.268,130,32.785714285714285,464,Germany,0.9900990099009901,19.208950664991878,9439.02,7409.123225806452,36.847706518681626,0
12525,299,8,835.1800000000001,10.846493506493507,487,6.324675324675325,104.39750000000001,56,34.57142857142857,244,France,22.07792207792208,11.72799586466165,835.1800000000001,1244.2477551020409,17.91911949636842,1
12527,102,4,671.72,23.162758620689655,513,17.689655172413794,167.93,24,77.33333333333333,234,Germany,0.0,13.149407142857145,671.72,1043.3097872340425,29.534469303843007,1
12528,67,3,765.46,16.640434782608697,356,7.739130434782608,255.15333333333334,38,26.5,53,Germany,4.3478260869565215,24.32435096618357,765.46,5173.9425925925925,31.57946214836551,0
12529,330,2,311.78000000000003,13.555652173913044,190,8.26086956521739,155.89000000000001,21,5.0,5,France,8.695652173913043,7.280526482213438,311.78000000000003,18966.61666666667,15.3863183234502,1
12530,41,9,2871.23,23.729173553719008,2125,17.56198347107438,319.02555555555557,76,50.625,408,Germany,1.6528925619834711,29.00977019283747,2871.23,2562.344621026895,33.937721358239344,0
12531,488,2,1773.83,15.291637931034483,1059,9.129310344827585,886.915,110,5.0,5,Germany,5.172413793103448,6.663030187406296,1773.83,107907.99166666667,5.8611782394775,1
12533,426,6,1149.99,12.777666666666667,568,6.311111111111111,191.665,63,23.4,119,Germany,20.0,13.055757752808988,1149.99,3497.88625,9.992760985110987,1
12537,216,1,732.94,17.04511627906977,449,10.44186046511628,732.94,43,0.0,0,Sweden,0.0,36.98890631229236,732.94,267523.10000000003,22.28131183065216,1
12538,186,1,276.5,21.26923076923077,145,11.153846153846153,276.5,13,0.0,0,Spain,0.0,17.341614102564105,276.5,100922.5,24.075110396978044,1
12539,70,7,8448.24,18.286233766233767,4088,8.848484848484848,1206.8914285714286,248,75.33333333333333,454,Spain,0.21645021645021645,6357.923499240311,8448.24,6777.15956043956,32.42894178144535,1
12540,0,24,14877.08,30.993916666666667,7161,14.91875,619.8783333333333,229,22.956521739130434,539,Spain,0.4166666666666667,35.5631281680585,14877.08,10055.804074074073,38.92502913593028,0
12541,88,1,312.4,18.376470588235293,288,16.941176470588236,312.4,17,0.0,0,Spain,0.0,42.855213235294116,312.4,114025.99999999999,30.06098182379739,0
12542,292,4,423.38,9.408444444444445,514,11.422222222222222,105.845,39,51.666666666666664,156,Spain,13.333333333333334,13.589684040404045,423.38,984.2910828025476,17.914444101505637,1
12543,256,1,980.25,22.796511627906977,688,16.0,980.25,43,0.0,0,Spain,0.0,20.061651052048724,980.25,357791.25,19.859737910494133,1
12545,67,1,628.15,18.474999999999998,346,10.176470588235293,628.15,34,0.0,0,Spain,0.0,26.45557263814617,628.15,229274.75,31.36911496979422,1
12547,5,3,383.58,18.265714285714285,309,14.714285714285714,127.86,13,150.5,302,Spain,0.0,93.37973333333333,383.58,462.06831683168315,35.333021540108966,1
12549,383,6,1575.68,32.15673469387755,1366,27.877551020408163,262.61333333333334,38,24.0,121,USA,0.0,1.0639734693877552,1575.68,4714.124590163935,12.653076836432989,1
12551,165,1,168.0,16.8,100,10.0,168.0,10,0.0,0,Spain,0.0,0.10233333333333333,168.0,61320.0,25.348199264973612,1
